


materialPath: D:\Steam\steamapps\common\Counter-Strike Global Offensive\csgo\materials
Loading D:\OneDrive\Desktop\csgo\hammer maps\dust 2 double doors\updated\de_dust2_d.vmf
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (12288.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (13312.000000, 0.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (10240.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (11264.000000, 0.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 9216.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 7168.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 9216.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 9216.000000, 65613.867188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 8192.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 7168.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 6144.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (0.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (8192.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (9216.000000, 0.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 2048.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (6144.000000, 1024.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (7168.000000, 0.000000, -65551.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, -0.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (1024.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (5120.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (4096.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 3072.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_06c_wvt_patch, near (2048.000000, 4096.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: DE_DUST/HR_DUST/HR_DUST_BLEND_PLASTER_WHITE_02, near (3072.000000, 5120.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 4224.000000, 532.585938))
WARNING: BSP node with unbounded volume (material: DE_DUST/HR_DUST/HR_DUST_BLEND_PLASTER_WHITE_02, near (3072.000000, 4224.000000, 65535.992188))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (3072.000000, 4225.000000, 601.114441))
WARNING: BSP node with unbounded volume (material: <NO BRUSH>, near (2048.000000, 4224.000000, 669.632813))



materialPath: D:\Steam\steamapps\common\Counter-Strike Global Offensive\csgo\materials
Loading d:\onedrive\desktop\csgo\hammer maps\dust 2 double doors\updated\de_dust2_d.vmf
Map revision 1
Brush 1120: bounds out of range
Brush 1120: bounds out of range
Brush 1386: bounds out of range
Brush 1392: bounds out of range
Brush 1398: bounds out of range
Brush 1404: bounds out of range
Brush 1422: bounds out of range
Brush 1428: bounds out of range
Brush 1446: bounds out of range
Brush 1452: bounds out of range
Brush 1458: bounds out of range
Brush 1470: bounds out of range
Brush 1476: bounds out of range
Brush 1500: bounds out of range
Brush 1512: bounds out of range
Brush 1524: bounds out of range
Brush 1530: bounds out of range
Brush 1610: bounds out of range
Brush 1624: bounds out of range
Brush 1630: bounds out of range
Brush 1642: bounds out of range
Brush 1663: bounds out of range
Brush 1669: bounds out of range
Brush 1687: bounds out of range
Brush 1693: bounds out of range
Brush 1699: bounds out of range
Brush 1705: bounds out of range
Brush 1711: bounds out of range
Brush 1723: bounds out of range
Brush 1729: bounds out of range
Brush 1741: bounds out of range
Brush 1747: bounds out of range
Brush 1759: bounds out of range
Brush 1771: bounds out of range
Brush 1777: bounds out of range
Brush 1823: bounds out of range
Brush 1829: bounds out of range
Brush 1835: bounds out of range
Brush 1847: bounds out of range
Brush 1865: bounds out of range
Brush 1871: bounds out of range
Brush 1890: bounds out of range
Brush 1902: bounds out of range
Brush 1914: bounds out of range
Brush 1926: bounds out of range
Brush 1944: bounds out of range
Brush 1950: bounds out of range
Brush 1956: bounds out of range
Brush 1962: bounds out of range
Brush 1968: bounds out of range
Brush 1986: bounds out of range
Brush 1992: bounds out of range
Brush 1998: bounds out of range
Brush 2016: bounds out of range
Brush 2028: bounds out of range
Brush 2040: bounds out of range
Brush 2046: bounds out of range
Brush 2076: bounds out of range
Brush 2100: bounds out of range
Brush 2106: bounds out of range
Brush 2106: bounds out of range
Brush 2112: bounds out of range
Brush 2112: bounds out of range
Brush 2118: bounds out of range
Brush 2118: bounds out of range
Brush 2124: bounds out of range
Brush 2124: bounds out of range
Brush 2130: bounds out of range
Brush 2130: bounds out of range
Brush 2136: bounds out of range
Brush 2136: bounds out of range
Brush 2142: bounds out of range
Brush 2142: bounds out of range
Brush 2148: bounds out of range
Brush 2148: bounds out of range
Brush 2154: bounds out of range
Brush 2154: bounds out of range
Brush 2160: bounds out of range
Brush 2160: bounds out of range
Brush 2166: bounds out of range
Brush 2166: bounds out of range
Brush 2172: bounds out of range
Brush 2172: bounds out of range
Brush 2178: bounds out of range
Brush 2178: bounds out of range
Brush 2184: bounds out of range
Brush 2184: bounds out of range
Brush 2190: bounds out of range
Brush 2190: bounds out of range
Brush 2196: bounds out of range
Brush 2196: bounds out of range
Brush 2202: bounds out of range
Brush 2202: bounds out of range
Brush 2208: bounds out of range
Brush 2214: bounds out of range
Brush 2214: bounds out of range
Brush 2220: bounds out of range
Brush 2226: bounds out of range
Brush 2226: bounds out of range
Brush 2232: bounds out of range
Brush 2232: bounds out of range
Brush 2238: bounds out of range
Brush 2238: bounds out of range
Brush 2244: bounds out of range
Brush 2250: bounds out of range
Brush 2250: bounds out of range
Brush 2256: bounds out of range
Brush 2256: bounds out of range
Brush 2262: bounds out of range
Brush 2262: bounds out of range
Brush 2268: bounds out of range
Brush 2274: bounds out of range
Brush 2280: bounds out of range
Brush 2286: bounds out of range
Brush 2292: bounds out of range
Brush 2292: bounds out of range
Brush 2298: bounds out of range
Brush 2305: bounds out of range
Brush 2311: bounds out of range
Brush 2311: bounds out of range
Brush 2317: bounds out of range
Brush 2317: bounds out of range
Brush 2323: bounds out of range
Brush 2329: bounds out of range
Brush 2329: bounds out of range
Brush 2335: bounds out of range
Brush 2335: bounds out of range
Brush 2341: bounds out of range
Brush 2341: bounds out of range
Brush 2347: bounds out of range
Brush 2353: bounds out of range
Brush 2353: bounds out of range
Brush 2359: bounds out of range
Brush 2365: bounds out of range
Brush 2371: bounds out of range
Brush 2377: bounds out of range
Brush 2383: bounds out of range
Brush 2383: bounds out of range
Brush 2389: bounds out of range
Brush 2389: bounds out of range
Brush 2395: bounds out of range
Brush 2407: bounds out of range
Brush 2431: bounds out of range
Brush 2449: bounds out of range
Brush 2461: bounds out of range
Brush 2473: bounds out of range
Brush 2491: bounds out of range
Brush 2497: bounds out of range
Brush 2503: bounds out of range
Brush 2509: bounds out of range
Brush 2521: bounds out of range
Brush 2521: bounds out of range
Brush 2527: bounds out of range
Brush 2527: bounds out of range
Brush 2533: bounds out of range
Brush 2533: bounds out of range
Brush 2540: bounds out of range
Brush 2548: bounds out of range
Brush 2554: bounds out of range
Brush 2560: bounds out of range
Brush 2578: bounds out of range
Brush 2578: bounds out of range
Brush 2590: bounds out of range
Brush 2590: bounds out of range
Brush 2596: bounds out of range
Brush 2596: bounds out of range
Brush 2604: bounds out of range
Brush 2604: bounds out of range
Brush 2610: bounds out of range
Brush 2610: bounds out of range
Brush 2616: bounds out of range
Brush 2616: bounds out of range
Brush 2622: bounds out of range
Brush 2622: bounds out of range
Brush 2628: bounds out of range
Brush 2628: bounds out of range
Brush 2634: bounds out of range
Brush 2634: bounds out of range
Brush 2682: bounds out of range
Brush 2700: bounds out of range
Brush 2706: bounds out of range
Brush 2717: bounds out of range
Brush 2723: bounds out of range
Brush 2751: bounds out of range
Brush 2757: bounds out of range
Brush 2782: bounds out of range
Brush 2782: bounds out of range
Brush 2796: bounds out of range
Brush 2796: bounds out of range
Brush 2802: bounds out of range
Brush 2844: bounds out of range
Brush 2850: bounds out of range
Brush 2856: bounds out of range
Brush 2862: bounds out of range
Brush 2868: bounds out of range
Brush 2880: bounds out of range
Brush 2880: bounds out of range
Brush 2888: bounds out of range
Brush 2896: bounds out of range
Brush 2902: bounds out of range
Brush 2908: bounds out of range
Brush 2914: bounds out of range
Brush 2914: bounds out of range
Brush 2920: bounds out of range
Brush 2926: bounds out of range
Brush 2932: bounds out of range
Brush 2938: bounds out of range
Brush 2944: bounds out of range
Brush 2950: bounds out of range
Brush 2956: bounds out of range
Brush 2956: bounds out of range
Brush 2962: bounds out of range
Brush 2968: bounds out of range
Brush 2974: bounds out of range
Brush 2980: bounds out of range
Brush 2986: bounds out of range
Brush 2998: bounds out of range
Brush 3004: bounds out of range
Brush 3010: bounds out of range
Brush 3022: bounds out of range
Brush 3034: bounds out of range
Brush 3046: bounds out of range
Brush 3058: bounds out of range
Brush 3064: bounds out of range
Brush 3070: bounds out of range
Brush 3076: bounds out of range
Brush 3082: bounds out of range
Brush 3088: bounds out of range
Brush 3100: bounds out of range
Brush 3100: bounds out of range
Brush 3106: bounds out of range
Brush 3106: bounds out of range
Brush 3124: bounds out of range
Brush 3124: bounds out of range
Brush 3136: bounds out of range
Brush 3142: bounds out of range
Brush 3151: bounds out of range
Brush 3170: bounds out of range
Brush 3170: bounds out of range
Brush 3176: bounds out of range
Brush 3182: bounds out of range
Brush 3190: bounds out of range
Brush 3238: bounds out of range
Brush 3238: bounds out of range
Brush 3244: bounds out of range
Brush 3244: bounds out of range
Brush 3250: bounds out of range
Brush 3250: bounds out of range
Brush 3256: bounds out of range
Brush 3256: bounds out of range
Brush 3262: bounds out of range
Brush 3262: bounds out of range
Brush 3268: bounds out of range
Brush 3268: bounds out of range
Brush 3274: bounds out of range
Brush 3274: bounds out of range
Brush 3280: bounds out of range
Brush 3280: bounds out of range
Brush 3286: bounds out of range
Brush 3286: bounds out of range
Brush 3292: bounds out of range
Brush 3292: bounds out of range
Brush 3328: bounds out of range
Brush 3353: bounds out of range
Brush 3365: bounds out of range
Brush 3371: bounds out of range
Brush 3377: bounds out of range
Brush 3377: bounds out of range
Brush 3383: bounds out of range
Brush 3383: bounds out of range
Brush 3389: bounds out of range
Brush 3389: bounds out of range
Brush 3395: bounds out of range
Brush 3395: bounds out of range
Brush 3401: bounds out of range
Brush 3401: bounds out of range
Brush 3407: bounds out of range
Brush 3413: bounds out of range
Brush 3413: bounds out of range
Brush 52067: bounds out of range
Brush 52081: bounds out of range
Brush 52107: bounds out of range
Brush 52121: bounds out of range
Brush 52067: bounds out of range
Brush 52081: bounds out of range
Brush 52107: bounds out of range
Brush 52121: bounds out of range
Brush 52699: bounds out of range
Brush 52705: bounds out of range
Brush 52711: bounds out of range
Brush 52717: bounds out of range
Brush 52723: bounds out of range
Brush 52729: bounds out of range
Brush 52735: bounds out of range
Brush 52741: bounds out of range
Brush 52747: bounds out of range
Brush 52747: bounds out of range
Brush 52753: bounds out of range
Brush 52753: bounds out of range
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_blend_plaster_white_02_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_20b_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_blend_plaster_white_01b2_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_20c_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_09_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_06_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_blend_floortile_03_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_06c_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_blend_floortile_01_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_sand_02_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_15c_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_18c_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_blend_groundrough01-groundsmooth01_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_plaster_06b_wvt_patch
Patching WVT material: maps/de_dust2_d/de_dust/hr_dust/hr_dust_brick_ground_02_wvt_patch
